"Cst_Cnt","Btl_Cnt","Depthm","LightP","PO4uM","NO2uM","NO3uM","NH3uM"
30362,758117,51,NA,1.73,0.3,18.4,NA
30362,758118,61,NA,1.84,0.3,19.6,NA
30362,758119,70,NA,1.89,0.3,21.1,NA
30362,758120,75,NA,1.93,0.2,22.4,NA
30362,758121,85,NA,2.02,0.01,24.8,NA
30362,758122,100,NA,2.11,0.08,25.6,NA
30362,758123,120,NA,2.19,0.09,27,NA
30362,758124,125,NA,2.21,0.08,27.3,NA
30362,758125,139,NA,2.24,0.03,27.8,NA
30362,758126,150,NA,2.26,0.02,27.9,NA
30362,758127,169,NA,2.28,0.01,28.1,NA
30362,758128,200,NA,2.36,0.01,29,NA
30362,758129,231,NA,2.44,0.01,29.9,NA
30362,758130,250,NA,2.5,0,30.5,NA
30362,758131,271,NA,2.55,0,31.1,NA
30362,758132,300,NA,2.58,0.01,31.6,NA
30362,758133,320,NA,2.6,0.01,32,NA
30362,758134,377,NA,2.86,0,34.5,NA
30362,758135,400,NA,2.91,0,35.1,NA
30362,758136,439,NA,2.96,0,36,NA
30362,758137,500,NA,3.04,0,37.8,NA
30362,758138,517,NA,3.06,0,38.3,NA
30363,758139,0,NA,0.23,0.01,0.1,NA
30363,758140,2,NA,0.23,0.01,0.1,NA
30363,758141,10,NA,0.35,0.04,0.6,NA
30363,758142,20,NA,0.73,0.13,3.3,NA
30363,758143,30,NA,1.24,0.25,11.4,NA
30363,758144,40,NA,1.44,0.23,16.1,NA
30363,758145,50,NA,1.59,0.22,18.3,NA
30363,758146,51,NA,1.61,0.22,18.5,NA
30363,758147,61,NA,1.86,0.22,22.9,NA
30363,758148,70,NA,1.91,0.19,23.8,NA
30363,758149,75,NA,1.97,0.15,24.8,NA
30363,758150,83,NA,2.08,0.08,26.3,NA
30363,758151,100,NA,2.16,0.06,27.2,NA
30363,758152,121,NA,2.29,0.04,28.9,NA
30363,758153,125,NA,2.28,0.05,29.1,NA
30363,758154,140,NA,2.24,0.07,29.7,NA
30363,758155,150,NA,2.26,0.06,30.1,NA
30363,758156,168,NA,2.3,0.05,30.8,NA
30363,758157,198,NA,2.47,0.08,31.4,NA
30363,758158,200,NA,2.48,0.08,31.4,NA
30363,758159,229,NA,2.56,0.07,31.9,NA
30363,758160,250,NA,2.63,0.06,32,NA
30363,758161,266,NA,2.68,0.05,32.1,NA
30363,758162,300,NA,2.75,0.04,33,NA
30363,758163,318,NA,2.78,0.03,33.6,NA
30363,758164,382,NA,2.92,0.03,35.7,NA
30363,758165,400,NA,2.94,0.03,36.4,NA
30363,758166,439,NA,2.98,0.04,37.9,NA
30363,758167,500,NA,3.08,0.03,38.7,NA
30363,758168,511,NA,3.1,0.03,38.9,NA
30364,758169,0,NA,0.44,0.05,0.9,NA
30364,758170,2,NA,0.44,0.05,0.9,NA
30364,758171,10,NA,0.47,0.06,1.1,NA
30364,758172,20,NA,0.55,0.12,2.2,NA
30364,758173,21,NA,0.56,0.13,2.3,NA
30364,758174,30,NA,0.91,0.42,6.8,NA
30364,758175,41,NA,0.9,0.25,5.4,NA
30364,758176,49,NA,1.08,0.24,7.3,NA
30364,758177,50,NA,1.1,0.24,7.5,NA
30364,758178,60,NA,1.23,0.23,10.1,NA
30364,758179,70,NA,1.39,0.1,15.7,NA
30364,758180,75,NA,1.41,0.09,16.5,NA
30364,758181,86,NA,1.45,0.07,17.2,NA
30364,758182,100,NA,1.71,0.06,21.7,NA
30364,758183,119,NA,1.97,0.04,25.3,NA
30364,758184,125,NA,1.96,0.04,25.4,NA
30364,758185,139,NA,1.95,0.04,25.6,NA
30364,758186,150,NA,2.04,0.04,26.9,NA
30364,758187,169,NA,2.22,0.04,29.4,NA
30364,758188,198,NA,2.33,0.04,31,NA
30364,758189,200,NA,2.34,0.04,31.1,NA
30364,758190,229,NA,2.45,0.03,32.3,NA
30364,758191,250,NA,2.52,0.03,33.3,NA
30364,758192,269,NA,2.58,0.04,34.2,NA
30364,758193,300,NA,2.7,0.04,35.3,NA
30364,758194,321,NA,2.78,0.04,36.1,NA
30364,758195,379,NA,2.94,0.04,38.7,NA
30364,758196,400,NA,2.99,0.04,39.3,NA
30364,758197,438,NA,3.06,0.04,40.2,NA
30364,758198,500,NA,3.16,0.04,41.4,NA
30364,758199,510,NA,3.18,0.04,41.6,NA
30365,758200,0,0.94,0.57,0.11,2.7,NA
30365,758201,3,0.94,0.57,0.11,2.7,NA
30365,758202,10,0.47,0.59,0.15,3,NA
30365,758203,11,0.39,0.6,0.16,3.1,NA
30365,758204,20,0.14,0.7,0.17,4.6,NA
30365,758205,21,0.13,0.71,0.17,4.8,NA
30365,758206,30,0.05,0.88,0.19,6.2,NA
30365,758207,32,0.05,0.92,0.2,6.5,NA
30365,758208,39,NA,0.98,0.28,7.6,NA
30365,758209,45,0.01,1.1,0.26,9.3,NA
30365,758210,50,0.01,1.16,0.26,10.1,NA
30365,758211,53,NA,1.19,0.26,10.7,NA
30365,758212,61,0,1.38,0.3,13.6,NA
30365,758213,70,NA,1.49,0.24,17.1,NA
30365,758214,75,NA,1.55,0.2,18.5,NA
30365,758215,84,NA,NA,NA,NA,NA
30365,758216,100,NA,1.82,0.05,23,NA
30365,758217,101,NA,1.83,0.05,23.1,NA
30365,758218,119,NA,1.95,0.04,25.3,NA
30365,758219,125,NA,2,0.04,26,NA
30365,758220,140,NA,2.11,0.04,27.5,NA
30365,758221,150,NA,2.18,0.04,28.3,NA
30365,758222,170,NA,2.29,0.04,29.4,NA
30365,758223,199,NA,2.31,0.04,30.4,NA
30365,758224,200,NA,2.31,0.04,30.5,NA
30365,758225,231,NA,2.41,0.06,32.5,NA
30365,758226,250,NA,2.5,0.06,33.5,NA
30365,758227,273,NA,2.61,0.05,34.6,NA
30365,758228,300,NA,2.69,0.04,35.7,NA
30365,758229,324,NA,2.74,0.04,36.6,NA
30365,758230,374,NA,2.88,0.05,38.8,NA
30365,758231,400,NA,2.95,0.05,39.4,NA
30365,758232,435,NA,3.04,0.04,40.1,NA
30365,758233,500,NA,3.14,0.04,41.6,NA
30365,758234,511,NA,3.16,0.04,41.9,NA
30366,758235,0,NA,0.36,0,0,NA
30366,758236,1,NA,0.36,0,0,NA
30366,758237,10,NA,0.36,0,0,NA
30366,758238,11,NA,0.36,0,0,NA
30366,758239,20,NA,0.35,0,0,NA
30366,758240,30,NA,0.36,0,0,NA
30366,758241,31,NA,0.36,0,0,NA
30366,758242,39,NA,0.41,0,0,NA
30366,758243,50,NA,0.62,0.33,2.7,NA
30366,758244,51,NA,0.65,0.35,3.1,NA
30366,758245,60,NA,0.88,0.12,7.4,NA
30366,758246,70,NA,1.01,0.11,9.7,NA
30366,758247,75,NA,1.08,0.15,10.9,NA
30366,758248,85,NA,1.27,0.2,14,NA
30366,758249,99,NA,1.67,0.04,20.6,NA
30366,758250,100,NA,1.68,0.04,20.8,NA
30366,758251,120,NA,1.84,0.02,23.4,NA
30366,758252,125,NA,1.91,0.02,24.4,NA
30366,758253,139,NA,2.1,0.01,27,NA
30366,758254,150,NA,2.17,0.01,27.5,NA
30366,758255,170,NA,2.22,0.01,28.3,NA
30366,758256,199,NA,2.31,0.01,29.5,NA
30366,758257,200,NA,2.3,0.01,29.4,NA
30366,758258,230,NA,2.04,0.01,28.1,NA
30366,758259,250,NA,2.16,0.01,29.7,NA
30366,758260,269,NA,2.33,0,31.8,NA
30366,758261,300,NA,2.42,0,33.3,NA
30366,758262,317,NA,2.46,0,33.9,NA
30366,758263,378,NA,2.72,0,37,NA
30366,758264,400,NA,2.83,0,38.2,NA
30366,758265,438,NA,3,0,39.9,NA
30366,758266,500,NA,3.1,0,41.3,NA
30366,758267,516,NA,3.13,0,41.6,NA
30367,758268,0,NA,0.37,0,0.1,NA
30367,758269,2,NA,0.37,0,0.1,NA
30367,758270,10,NA,0.36,0,0,NA
30367,758271,16,NA,0.36,0,0,NA
30367,758272,20,NA,0.36,0,0,NA
30367,758273,30,NA,0.36,0,0,NA
30367,758274,45,NA,0.35,0,0,NA
30367,758275,50,NA,0.35,0,0,NA
30367,758276,59,NA,0.36,0,0,NA
30367,758277,75,NA,0.35,0,0,NA
30367,758278,85,NA,0.36,0,0,NA
30367,758279,94,NA,0.38,0,0.1,NA
30367,758280,100,NA,0.4,0.02,0.1,NA
30367,758281,104,NA,0.43,0.03,0.1,NA
30367,758282,115,NA,0.58,0.21,1.9,NA
30367,758283,123,NA,0.68,0.12,3.9,NA
30367,758284,125,NA,0.7,0.1,4.4,NA
30367,758285,138,NA,0.89,0.01,8.3,NA
30367,758286,150,NA,1.15,0.01,12.6,NA
30367,758287,163,NA,1.43,0.01,17.1,NA
30367,758288,194,NA,1.79,0.01,23.2,NA
30367,758289,200,NA,1.84,0.01,24,NA
30367,758290,229,NA,2.02,0.01,26.7,NA
30367,758291,250,NA,2.13,0.01,28.4,NA
30367,758292,268,NA,2.22,0.01,29.6,NA
30367,758293,300,NA,2.37,0.01,31.4,NA
30367,758294,319,NA,2.46,0.01,32.3,NA
30367,758295,376,NA,2.73,0.01,35.6,NA
30367,758296,400,NA,2.81,0.01,36.9,NA
30367,758297,438,NA,2.91,0.01,38.7,NA
30367,758298,500,NA,3.07,0.01,40.4,NA
30367,758299,508,NA,3.09,0.01,40.6,NA
30368,758300,0,NA,0.35,0,0,NA
30368,758301,2,NA,0.35,0,0,NA
30368,758302,10,NA,0.34,0,0,NA
30368,758303,16,NA,0.34,0,0,NA
30368,758304,20,NA,0.34,0,0,NA
30368,758305,30,NA,0.34,0,0,NA
30368,758306,46,NA,0.34,0,0,NA
30368,758307,50,NA,0.34,0,0,NA
30368,758308,61,NA,0.34,0,0,NA
30368,758309,75,NA,0.35,0,0,NA
30368,758310,76,NA,0.35,0,0,NA
30368,758311,85,NA,0.35,0,0,NA
30368,758312,96,NA,0.35,0,0,NA
30368,758313,100,NA,0.35,0,0,NA
30368,758314,105,NA,0.36,0,0,NA
30368,758315,115,NA,0.41,0,0,NA
30368,758316,125,NA,0.57,0.15,1.9,NA
30368,758317,126,NA,0.59,0.16,2.1,NA
30368,758318,141,NA,0.77,0.03,5.8,NA
30368,758319,150,NA,0.85,0.03,7.4,NA
30368,758320,164,NA,0.98,0.02,9.9,NA
30368,758321,193,NA,1.36,0.02,16.7,NA
30368,758322,200,NA,1.46,0.02,18.3,NA
30368,758323,230,NA,1.8,0.02,23.9,NA
30368,758324,250,NA,1.87,0.02,25.3,NA
30368,758325,270,NA,1.91,0.02,26.2,NA
30368,758326,300,NA,2.09,0.02,28.7,NA
30368,758327,319,NA,2.22,0.02,30.4,NA
30368,758328,377,NA,2.53,0.02,34.6,NA
30368,758329,400,NA,2.64,0.02,35.9,NA
30368,758330,435,NA,2.79,0.02,37.6,NA
30368,758331,500,NA,2.99,0.02,39.9,NA
30368,758332,513,NA,3.03,0.02,40.4,NA
30369,758333,0,0.94,0.36,0,0,NA
30369,758334,2,0.94,0.36,0,0,NA
30369,758335,10,0.57,0.36,0,0,NA
30369,758336,13,0.39,0.36,0,0,NA
30369,758337,20,0.23,0.37,0,0,NA
30369,758338,21,NA,NA,NA,NA,NA
30369,758339,30,0.13,0.38,0,0,NA
30369,758340,44,0.05,0.35,0,0,NA
30369,758341,50,0.03,0.34,0,0,NA
30369,758342,53,NA,0.34,0,0,NA
30369,758343,62,0.01,0.45,0.08,0.9,NA
30369,758344,67,NA,0.58,0.21,2.7,NA
30369,758345,75,0,0.74,0.14,5.4,NA
30369,758346,78,NA,0.79,0.12,6.3,NA
30369,758347,86,0,0.87,0.05,7.8,NA
30369,758348,97,NA,1.11,0.03,11.7,NA
30369,758349,100,NA,1.23,0.03,13.5,NA
30369,758350,109,NA,1.53,0.03,18.3,NA
30369,758351,124,NA,1.39,0.04,17.2,NA
30369,758352,125,NA,1.4,0.04,17.3,NA
30369,758353,141,NA,1.61,0.04,20.8,NA
30369,758354,150,NA,1.8,0.04,23.3,NA
30369,758355,168,NA,2.17,0.05,27.9,NA
30369,758356,199,NA,2.36,0.04,30.1,NA
30369,758357,200,NA,2.36,0.04,30.1,NA
30369,758358,228,NA,2.31,0.05,30.7,NA
30369,758359,250,NA,2.37,0.06,31.8,NA
30369,758360,268,NA,2.44,0.07,32.8,NA
30369,758361,300,NA,2.54,0.06,34,NA
30369,758362,320,NA,2.61,0.05,34.7,NA
30369,758363,379,NA,2.82,0.05,36.8,NA
30369,758364,400,NA,2.89,0.05,38,NA
30369,758365,438,NA,3,0.05,40.1,NA
30369,758366,500,NA,3.12,0.04,41.4,NA
30369,758367,519,NA,3.16,0.04,41.8,NA
30370,758368,0,NA,0.37,0,0.3,NA
30370,758369,2,NA,0.37,0,0.3,NA
30370,758370,10,NA,0.37,0,0.3,NA
30370,758371,20,NA,0.41,0.02,0.5,NA
30370,758372,30,NA,0.64,0.2,3.6,NA
30370,758373,31,NA,0.68,0.23,4.2,NA
30370,758374,40,NA,1.32,0.75,12.3,NA
30370,758375,50,NA,1.46,0.51,16.2,NA
30370,758376,60,NA,1.58,0.04,19.2,NA
30370,758377,71,NA,1.79,0.02,22.5,NA
30370,758378,75,NA,1.8,0.02,22.9,NA
30370,758379,85,NA,1.83,0.02,23.5,NA
30370,758380,100,NA,1.96,0.02,25.4,NA
30370,758381,101,NA,1.97,0.02,25.5,NA
30370,758382,120,NA,2.02,0.01,26.5,NA
30370,758383,125,NA,2.02,0.01,26.5,NA
30370,758384,140,NA,2.01,0.01,26.5,NA
30370,758385,150,NA,2.05,0.01,27.2,NA
30370,758386,168,NA,2.17,0.01,28.9,NA
30370,758387,199,NA,2.4,0.01,31.6,NA
30370,758388,200,NA,2.4,0.01,31.6,NA
30370,758389,228,NA,2.5,0.01,32.6,NA
30370,758390,250,NA,2.57,0.01,33.4,NA
30370,758391,268,NA,2.62,0.01,34.1,NA
30370,758392,300,NA,2.72,0.01,35.3,NA
30370,758393,319,NA,2.78,0.01,36,NA
30370,758394,379,NA,2.96,0.01,38.1,NA
30370,758395,400,NA,3.01,0.01,38.6,NA
30370,758396,435,NA,3.07,0.01,39.3,NA
30370,758397,500,NA,3.18,0.01,40.8,NA
30370,758398,518,NA,3.21,0.01,41.2,NA
30371,758399,0,NA,0.37,0,0.1,NA
30371,758400,3,NA,0.37,0,0.1,NA
30371,758401,10,NA,0.36,0,0.1,NA
30371,758402,11,NA,0.36,0,0.1,NA
30371,758403,20,NA,0.43,0.01,0.2,NA
30371,758404,30,NA,0.68,0.24,4,NA
30371,758405,40,NA,1.06,0.62,9.9,NA
30371,758406,50,NA,1.32,0.61,14.3,NA
30371,758407,59,NA,1.44,0.06,16.9,NA
30371,758408,70,NA,1.57,0.04,19.1,NA
30371,758409,75,NA,1.62,0.04,20,NA
30371,758410,85,NA,1.72,0.04,21.9,NA
30371,758411,99,NA,1.94,0.04,25.3,NA
30371,758412,100,NA,1.95,0.04,25.4,NA
30371,758413,119,NA,2.04,0.04,27.5,NA
30371,758414,125,NA,2.08,0.04,28.2,NA
30371,758415,139,NA,2.18,0.04,29.6,NA
30371,758416,150,NA,2.22,0.04,30.2,NA
30371,758417,169,NA,2.26,0.05,30.8,NA
30371,758418,199,NA,2.37,0.05,31.3,NA
30371,758419,200,NA,2.38,0.05,31.3,NA
30371,758420,228,NA,2.51,0.04,32.2,NA
30371,758421,250,NA,2.56,0.04,32.9,NA
30371,758422,268,NA,2.6,0.05,33.5,NA
30371,758423,300,NA,2.71,0.05,34.8,NA
30371,758424,318,NA,2.78,0.05,35.6,NA
30371,758425,378,NA,2.93,0.04,38,NA
30371,758426,400,NA,2.99,0.04,38.7,NA
30371,758427,438,NA,3.09,0.04,39.8,NA
30371,758428,500,NA,3.18,0.04,41.6,NA
30371,758429,519,NA,3.21,0.04,42.1,NA
30372,758430,0,NA,0.47,0.09,1.4,NA
30372,758431,2,NA,0.47,0.09,1.4,NA
30372,758432,10,NA,0.62,0.2,3.2,NA
30372,758433,11,NA,0.65,0.22,3.6,NA
30372,758434,20,NA,0.97,0.16,8.3,NA
30372,758435,21,NA,1.01,0.15,8.9,NA
30372,758436,30,NA,1.2,0.06,12.2,NA
30372,758437,31,NA,1.22,0.05,12.5,NA
30372,758438,41,NA,1.39,0.05,15.4,NA
30372,758439,50,NA,1.53,0.05,17.8,NA
30372,758440,51,NA,1.54,0.05,18,NA
30372,758441,61,NA,1.62,0.13,19.6,NA
30372,758442,72,NA,1.71,0.32,20.8,NA
30372,758443,75,NA,1.7,0.29,20.8,NA
30372,758444,84,NA,1.68,0.15,20.7,NA
30372,758445,99,NA,1.91,0.08,24.4,NA
30372,758446,100,NA,1.92,0.08,24.6,NA
30372,758447,119,NA,2.15,0.07,26.6,NA
30372,758448,125,NA,2.19,0.07,27,NA
30372,758449,139,NA,2.25,0.06,27.8,NA
30372,758450,150,NA,2.3,0.06,28.4,NA
30372,758451,169,NA,2.36,0.06,29.1,NA
30372,758452,200,NA,2.41,0.06,29.6,NA
30372,758453,231,NA,2.55,0.06,31.3,NA
30372,758454,250,NA,2.61,0.06,31.9,NA
30372,758455,270,NA,2.65,0.06,32.4,NA
30372,758456,300,NA,2.7,0.06,33,NA
30372,758457,318,NA,2.73,0.06,33.3,NA
30372,758458,378,NA,2.86,0.06,35.4,NA
30372,758459,400,NA,2.91,0.06,36.1,NA
30372,758460,435,NA,2.97,0.06,37,NA
30372,758461,500,NA,3.05,0.06,38.3,NA
30372,758462,520,NA,3.07,0.06,38.7,NA
30373,758463,0,0.94,0.54,0.15,3.3,NA
30373,758464,2,0.94,0.54,0.15,3.3,NA
30373,758465,7,0.39,0.53,0.15,3.4,NA
30373,758466,10,0.21,0.71,0.22,4.5,NA
30373,758467,12,0.13,0.86,0.27,5.7,NA
30373,758468,20,0.05,1.35,0.34,15,NA
30373,758469,26,0.01,1.39,0.36,15.5,NA
30373,758470,30,0.01,1.45,0.35,16.1,NA
30373,758471,38,0,1.58,0.34,17.7,NA
30373,758472,45,NA,1.63,0.28,19.4,NA
30373,758473,49,NA,1.65,0.19,20.2,NA
30373,758474,50,NA,1.65,0.18,20.3,NA
30373,758475,60,NA,1.68,0.08,21.1,NA
30373,758476,70,NA,1.75,0.26,22,NA
30373,758477,75,NA,1.77,0.26,22.6,NA
30373,758478,85,NA,1.81,0.27,23.2,NA
30373,758479,98,NA,1.65,0.16,21.8,NA
30373,758480,100,NA,1.65,0.15,21.8,NA
30373,758481,119,NA,1.63,0.1,21.9,NA
30373,758482,125,NA,1.63,0.09,22.1,NA
30373,758483,140,NA,1.66,0.08,22.8,NA
30373,758484,150,NA,1.68,0.08,23.1,NA
30373,758485,168,NA,1.75,0.08,24.2,NA
30373,758486,197,NA,2.04,0.08,28.3,NA
30373,758487,200,NA,2.07,0.08,28.7,NA
30373,758488,228,NA,2.29,0.08,31.6,NA
30373,758489,250,NA,2.32,0.08,32.1,NA
30373,758490,269,NA,2.33,0.08,32.3,NA
30373,758491,300,NA,2.53,0.08,34.4,NA
30373,758492,317,NA,2.66,0.08,35.6,NA
30373,758493,377,NA,2.91,0.08,37.6,NA
30373,758494,400,NA,2.97,0.09,37.9,NA
30373,758495,440,NA,3.05,0.11,38.4,NA
30373,758496,500,NA,3.15,0.09,40.7,NA
30373,758497,517,NA,3.18,0.08,41.4,NA
30374,758498,0,NA,0.22,0,0.1,NA
30374,758499,2,NA,0.22,0,0.1,NA
30374,758500,10,NA,0.24,0,0,NA
30374,758501,20,NA,0.36,0.02,0.4,NA
30374,758502,30,NA,1,0.22,7.7,NA
30374,758503,40,NA,1.59,0.36,17,NA
30374,758504,50,NA,1.89,0.32,22.4,NA
